age,city,dist,gender,make,year,model,new_used,quote
28,Belleville,1868,m,chevy,2005,equinox,used,441.21037315263374
23,Mississauga,10283,f,tesla,2014,x,used,341.32387820147187
58,Granby,7999,m,honda,2014,accord,used,221.45539109351694
25,St. John,4345,f,honda,2004,civic,used,337.04975788284037
51,Ajax,8667,f,ford,2004,focus,used,84.12605634480404
26,Whitby,7112,f,mercedes,2019,c,new,347.4677267583104
22,Thunder Bay,23606,f,ford,2017,explorer,used,337.04975788284037
74,Norfolk County,24137,m,toyota,2016,camry,used,252.18471056499916
49,Cape Breton,3931,m,nissan,2016,mirano,used,221.45539109351694
74,Repentigny,15142,m,gmc,2002,sierra,used,252.18471056499916
61,Lethbridge,8369,m,acura,2002,rsx,used,256.45883088363064
80,Calgary,7377,f,ford,2018,focus,used,84.12605634480404
71,Saint-Jean-sur-Richelieu,9953,f,toyota,2000,corrola,used,114.8553758162863
21,Longueuil,4128,m,acura,2005,rsx,used,478.65321295018475
40,Richmond,18195,f,ford,2019,focus,new,114.8553758162863
77,Delta,16607,m,honda,2011,accord,used,221.45539109351694
50,Saint-Hyacinthe,2011,f,chevy,2018,equinox,used,112.41597580884904
33,Saint John,1289,m,mercedes,2011,c,used,260.16327943303196
69,Whitby,19238,f,toyota,2011,camry,used,114.8553758162863
74,Surrey,22239,f,acura,2010,mdx,used,119.12949613491774
67,Markham,22231,f,audi,2016,e-tron,used,125.27334469175632
75,Port Coquitlam,9393,f,acura,2014,rsx,used,119.12949613491774
46,Strathcona County,7949,f,bmw,2013,i8,used,125.27334469175632
39,Wood Buffalo,21543,f,gmc,1998,yukon,used,114.8553758162863
51,Greater Sudbury,7852,m,tesla,2018,x,used,225.7295114121484
44,Brampton,16054,m,chevy,2014,equinox,used,221.45539109351694
38,Halton Hills,13207,m,gmc,2002,yukon,used,221.45539109351694
47,Langley,1580,f,acura,2000,rsx,used,116.6900961274805
20,Chatham-Kent,3029,m,honda,2007,civic,used,443.649773160071
80,London,22341,m,nissan,2008,micro,used,252.18471056499916
53,Pickering,22392,f,audi,2010,e-tron,used,125.27334469175632
41,Burlington,6664,f,acura,2003,mdx,used,88.40017666343549
18,Saguenay,19763,f,bmw,2006,m3,used,347.4677267583104
71,Terrebonne,11507,f,audi,2008,e-tron,used,125.27334469175632
37,Kitchener,18270,f,gmc,2019,sierra,new,114.8553758162863
36,Surrey,17161,m,toyota,2001,corrola,used,252.18471056499916
77,Cape Breton,13452,m,ford,2008,f150,used,221.45539109351694
19,St. Albert,21041,f,toyota,2014,camry,used,337.04975788284037
26,Gatineau,20443,m,toyota,1998,camry,used,443.649773160071
44,New Westminster,22664,m,nissan,2007,mirano,used,252.18471056499916
70,Montreal,18362,f,acura,2000,mdx,used,119.12949613491774
57,Surrey,15080,m,toyota,2013,camry,used,252.18471056499916
53,Niagara Falls,14526,m,bmw,1998,x5,used,262.6026794404692
71,Delta,24281,f,tesla,2012,s,used,88.40017666343549
55,Greater Sudbury,15271,m,audi,2015,e-tron,used,231.87335996898696
57,Chatham-Kent,19196,m,mercedes,2016,c,used,231.87335996898696
49,Port Coquitlam,16677,f,mercedes,2006,g,used,125.27334469175632
48,Kamloops,10798,f,toyota,2017,corrola,used,114.8553758162863
31,Halton Hills,20811,f,ford,2004,focus,used,84.12605634480404
84,Saguenay,13828,m,audi,2010,e-tron,used,262.6026794404692
67,Kingston,15028,f,tesla,2003,3,used,119.12949613491774
33,Saint-Jean-sur-Richelieu,12914,f,chevy,2012,equinox,used,114.8553758162863
30,Edmonton,14492,m,audi,1999,r8,used,231.87335996898696
70,Windsor,5813,f,audi,2007,e-tron,used,125.27334469175632
46,St. John,6009,m,nissan,2016,mirano,used,252.18471056499916
47,Grande Prairie,16898,f,honda,1999,accord,used,84.12605634480404
47,Brampton,3722,m,nissan,2002,micro,used,221.45539109351694
27,Waterloo,1284,f,honda,2002,accord,used,334.61035787540317
73,Chatham-Kent,19204,m,ford,1999,focus,used,221.45539109351694
72,Pickering,2006,f,chevy,1999,equinox,used,112.41597580884904
45,Nanaimo,18931,m,audi,2000,e-tron,used,262.6026794404692
70,Markham,24648,m,tesla,2018,3,used,256.45883088363064
46,Halton Hills,22889,m,honda,2005,accord,used,221.45539109351694
64,Kingston,9431,m,audi,2010,r8,used,262.6026794404692
65,Red Deer,2436,m,acura,1999,rsx,used,254.01943087619338
62,Brampton,19082,m,gmc,2010,terrain,used,221.45539109351694
66,Kawartha Lakes,12922,f,ford,2009,f150,used,114.8553758162863
51,Brampton,8346,m,toyota,2019,corrola,new,221.45539109351694
21,Ottawa,15041,f,bmw,2011,x5,used,347.4677267583104
38,Medicine Hat,10803,m,ford,2014,explorer,used,252.18471056499916
21,Brossard,9146,f,chevy,1999,equinox,used,306.3204384113581
58,Red Deer,17793,f,ford,2014,f150,used,114.8553758162863
61,North Vancouver,7076,f,honda,2004,civic,used,114.8553758162863
31,Saint Albert,7939,m,honda,2016,accord,used,252.18471056499916
84,Waterloo,2865,m,tesla,2002,x,used,254.01943087619338
30,Greater Sudbury,7456,f,gmc,2017,yukon,used,84.12605634480404
48,Richmond Hill,1385,m,acura,2014,mdx,used,254.01943087619338
72,Richmond Hill,5804,m,gmc,2017,yukon,used,252.18471056499916
82,Surrey,8840,f,nissan,2019,micro,new,114.8553758162863
56,Whitby,1212,f,chevy,2004,malibu,used,112.41597580884904
36,Saint-Hyacinthe,6681,m,gmc,2017,terrain,used,252.18471056499916
53,Abbotsford,19783,m,honda,2001,accord,used,221.45539109351694
79,Caledon,20637,f,chevy,2001,malibu,used,84.12605634480404
41,Welland,9345,f,mercedes,2015,c,used,125.27334469175632
55,Wood Buffalo,10085,m,tesla,2017,s,used,256.45883088363064
68,Saskatoon,12354,f,bmw,1999,i8,used,125.27334469175632
46,Oshawa,13733,m,acura,2011,mdx,used,256.45883088363064
68,Longueuil,18265,f,toyota,2013,corrola,used,114.8553758162863
63,Mirabel,6076,m,gmc,2015,sierra,used,252.18471056499916
36,Norfolk County,21905,f,acura,1999,mdx,used,119.12949613491774
61,Ajax,23986,m,toyota,2014,corrola,used,221.45539109351694
56,Moncton,13039,f,ford,2007,f150,used,114.8553758162863
56,Newmarket,15768,m,bmw,2005,m3,used,262.6026794404692
19,Richmond Hill,23438,f,acura,2007,mdx,used,341.32387820147187
52,Cambridge,8015,f,tesla,1998,3,used,88.40017666343549
39,Trois-Rivieres,12316,m,acura,2008,rsx,used,256.45883088363064
70,Burlington,5606,m,audi,2009,e-tron,used,231.87335996898696
70,Saint John,24978,m,mercedes,2004,c,used,262.6026794404692
65,Sault Ste. Marie,13478,m,ford,2000,focus,used,252.18471056499916
69,Delta,20826,f,nissan,2017,micro,used,84.12605634480404
35,Abbotsford,22079,m,nissan,2018,mirano,used,221.45539109351694
74,Richmond Hill,24365,m,gmc,2009,sierra,used,252.18471056499916
38,Vancouver,18145,m,mercedes,2010,g,used,262.6026794404692
77,Brampton,9051,f,mercedes,2013,g,used,94.54402522027407
73,Kelowna,23589,f,chevy,2005,equinox,used,114.8553758162863
80,Brossard,1774,f,tesla,2009,x,used,85.96077665599823
60,Quebec City,2630,f,tesla,2012,x,used,116.6900961274805
28,Victoria,21323,m,gmc,2007,terrain,used,474.37909263155325
30,Victoria,10869,m,bmw,2014,m3,used,262.6026794404692
22,Kitchener,19929,m,mercedes,2008,g,used,484.79706150702333
63,Clarington,6189,f,chevy,2014,malibu,used,84.12605634480404
58,Cape Breton,6430,m,toyota,2008,camry,used,221.45539109351694
73,St. Catharines,9836,m,toyota,2012,corrola,used,252.18471056499916
78,Winnipeg,5402,m,tesla,2016,s,used,256.45883088363064
64,Ajax,2045,f,nissan,2011,micro,used,81.68665633736678
23,Laval,6019,f,acura,2011,rsx,used,341.32387820147187
29,Belleville,12200,f,audi,2017,e-tron,used,316.73840728682814
74,Delta,4795,m,gmc,2018,yukon,used,221.45539109351694
64,Brampton,19229,f,gmc,2001,yukon,used,84.12605634480404
19,Montreal,4538,m,audi,2008,e-tron,used,484.79706150702333
52,Belleville,10278,m,chevy,2000,malibu,used,221.45539109351694
84,Mississauga,17607,m,mercedes,2012,s,used,262.6026794404692
46,Burnaby,19145,m,chevy,2007,equinox,used,221.45539109351694
79,Cambridge,18294,m,nissan,2018,micro,used,221.45539109351694
22,Vancouver,11538,m,bmw,2000,i8,used,484.79706150702333
19,Peterborough,17952,m,audi,1998,r8,used,484.79706150702333
71,Oakville,15691,m,honda,2009,civic,used,252.18471056499916
21,Cape Breton,14505,f,mercedes,2017,s,used,316.73840728682814
57,Kelowna,5496,f,chevy,1998,equinox,used,114.8553758162863
48,Windsor,14985,f,audi,2003,r8,used,125.27334469175632
67,Saint-Jean-sur-Richelieu,8534,m,tesla,2017,3,used,256.45883088363064
26,Chatham-Kent,2107,f,gmc,2002,terrain,used,303.88103840392085
71,North Vancouver,8323,f,chevy,1998,equinox,used,114.8553758162863
70,St. Catharines,5264,m,tesla,2008,x,used,256.45883088363064
72,St. John,10071,m,ford,2002,f150,used,252.18471056499916
56,Granby,23348,f,audi,2000,r8,used,94.54402522027407
28,Waterloo,13430,m,ford,2008,focus,used,474.37909263155325
49,Medicine Hat,15755,f,toyota,2002,corrola,used,114.8553758162863
31,Gatineau,8807,f,gmc,2019,sierra,new,84.12605634480404
60,Saguenay,19026,f,bmw,1998,m3,used,125.27334469175632
57,London,7632,f,toyota,2012,corrola,used,114.8553758162863
42,Fredericton,2047,m,ford,2003,f150,used,219.01599108607968
73,Saanich,14088,m,honda,2018,civic,used,252.18471056499916
84,Milton,4514,f,gmc,2010,yukon,used,114.8553758162863
23,Quebec City,20339,m,honda,2015,civic,used,474.37909263155325
83,Mirabel,11901,m,bmw,2012,x5,used,262.6026794404692
18,Vancouver,10490,m,audi,2015,r8,used,484.79706150702333
65,Granby,4680,f,bmw,2014,m3,used,94.54402522027407
69,Strathcona County,23624,m,nissan,2010,micro,used,252.18471056499916
40,Langley,17039,f,toyota,2003,corrola,used,114.8553758162863
67,Quebec City,7781,m,bmw,2011,m3,used,262.6026794404692
82,Grande Prairie,5502,f,nissan,2016,micro,used,84.12605634480404
48,Nanaimo,9218,m,chevy,2004,malibu,used,252.18471056499916
33,Trois-Rivieres,8244,f,honda,1999,civic,used,114.8553758162863
35,Newmarket,1941,f,chevy,2013,equinox,used,112.41597580884904
56,Whitby,10998,f,nissan,1999,mirano,used,114.8553758162863
61,Whitby,23263,f,acura,2016,mdx,used,119.12949613491774
48,Greater Sudbury,7233,f,chevy,2017,equinox,used,84.12605634480404
39,Saskatoon,8152,m,acura,2004,mdx,used,256.45883088363064
61,Brantford,13862,m,gmc,2012,yukon,used,221.45539109351694
58,Saint Catharines,10118,m,ford,2017,f150,used,252.18471056499916
32,Chatham-Kent,22325,f,honda,2019,accord,new,84.12605634480404
78,Abbotsford,7895,f,tesla,2004,3,used,88.40017666343549
66,Guelph,21473,m,bmw,1998,i8,used,231.87335996898696
38,Airdrie,23060,m,honda,2012,accord,used,221.45539109351694
24,Saint-Hyacinthe,3376,f,chevy,1998,equinox,used,337.04975788284037
37,Gatineau,10950,m,audi,2010,e-tron,used,231.87335996898696
78,Mirabel,3492,m,bmw,2015,m3,used,262.6026794404692
76,Ajax,8827,f,honda,2008,accord,used,84.12605634480404
56,Delta,4908,m,bmw,2001,x5,used,231.87335996898696
76,Windsor,15289,m,gmc,1999,yukon,used,252.18471056499916
63,St. Catharines,10671,m,audi,2004,e-tron,used,262.6026794404692
23,New Westminster,12148,m,bmw,2019,i8,new,484.79706150702333
69,Moncton,4698,m,tesla,2017,s,used,256.45883088363064
72,Norfolk County,6451,m,honda,2014,accord,used,252.18471056499916
70,Longueuil,17775,f,gmc,2019,sierra,new,114.8553758162863
67,Coquitlam,24589,f,acura,2014,rsx,used,88.40017666343549
26,Red Deer,15534,f,toyota,2008,corrola,used,337.04975788284037
59,Strathcona County,22706,f,ford,2009,explorer,used,114.8553758162863
27,Cape Breton,1344,m,bmw,2016,i8,used,451.6283420281038
20,Richmond,1675,f,acura,2004,rsx,used,338.88447819403456
37,Oakville,20155,m,tesla,2005,x,used,256.45883088363064
27,Abbotsford,16291,f,acura,2018,rsx,used,310.59455872998956
41,Saanich,7251,m,gmc,2011,yukon,used,252.18471056499916
78,Saint-Hyacinthe,23013,f,audi,2013,r8,used,125.27334469175632
30,Prince George,12403,m,mercedes,2001,g,used,262.6026794404692
46,Port Coquitlam,12735,f,mercedes,2018,c,used,125.27334469175632
63,Kelowna,21195,f,ford,2008,f150,used,114.8553758162863
70,Saguenay,5019,m,tesla,2013,x,used,256.45883088363064
55,Montreal,9490,m,honda,2012,accord,used,252.18471056499916
52,Milton,4669,m,tesla,2011,3,used,256.45883088363064
78,Surrey,3092,f,nissan,2019,mirano,new,114.8553758162863
35,Halifax,5345,m,toyota,1999,camry,used,221.45539109351694
79,Delta,9844,m,toyota,2001,camry,used,221.45539109351694
81,North Vancouver,10239,m,chevy,2018,equinox,used,252.18471056499916
52,Regina,20431,f,honda,2019,accord,new,114.8553758162863
23,St. Catharines,7213,m,toyota,2015,corrola,used,474.37909263155325
72,Saint John,14996,f,acura,2013,mdx,used,119.12949613491774
84,Prince George,9869,f,honda,1999,accord,used,114.8553758162863
70,St. Catharines,21938,m,mercedes,2017,c,used,262.6026794404692
67,Abbotsford,13137,f,nissan,2008,micro,used,84.12605634480404
22,Kingston,3668,m,acura,2006,mdx,used,478.65321295018475
33,Saint-Hyacinthe,19494,f,mercedes,2004,c,used,125.27334469175632
73,Saint-Hyacinthe,5654,m,gmc,2003,terrain,used,252.18471056499916
33,Richmond Hill,13589,f,gmc,2007,terrain,used,114.8553758162863
74,Strathcona County,6578,m,mercedes,1999,c,used,262.6026794404692
48,Sault Ste. Marie,5870,m,acura,2014,rsx,used,256.45883088363064
23,Prince George,13248,m,toyota,2006,camry,used,474.37909263155325
59,Gatineau,14725,m,ford,2002,f150,used,221.45539109351694
67,Medicine Hat,10401,m,tesla,2010,x,used,256.45883088363064
60,Oakville,9116,m,gmc,2007,sierra,used,252.18471056499916
72,Brossard,11234,f,gmc,2019,terrain,new,84.12605634480404
40,Oshawa,6354,m,audi,2013,r8,used,262.6026794404692
30,Sault Ste. Marie,2631,f,tesla,2010,x,used,116.6900961274805
58,Chilliwack,9388,m,audi,2011,r8,used,231.87335996898696
28,Drummondville,8544,f,ford,1999,f150,used,306.3204384113581
56,Sarnia,20576,m,toyota,2015,corrola,used,252.18471056499916
58,Barrie,15489,f,ford,2005,explorer,used,84.12605634480404
48,Mississauga,23541,f,gmc,2001,terrain,used,114.8553758162863
44,Terrebonne,3382,m,gmc,2016,sierra,used,252.18471056499916
50,Cambridge,15803,f,nissan,2007,micro,used,84.12605634480404
64,Chilliwack,9343,m,chevy,1998,equinox,used,221.45539109351694
69,North Vancouver,16104,m,toyota,2012,camry,used,252.18471056499916
35,Newmarket,22166,m,toyota,2011,corrola,used,252.18471056499916
28,Newmarket,20087,f,nissan,1998,micro,used,337.04975788284037
28,Richmond,15778,f,ford,2016,focus,used,337.04975788284037
74,Brampton,16619,m,audi,2015,r8,used,231.87335996898696
44,Kingston,19422,f,tesla,2014,s,used,119.12949613491774
37,Hamilton,17136,f,audi,1999,e-tron,used,94.54402522027407
44,St. Catharines,3718,m,mercedes,2003,c,used,262.6026794404692
68,Winnipeg,19506,f,toyota,2006,camry,used,114.8553758162863
71,Vancouver,20894,m,honda,2011,civic,used,252.18471056499916
78,Winnipeg,16234,m,mercedes,2015,s,used,262.6026794404692
42,Saguenay,24552,f,audi,2014,r8,used,125.27334469175632
84,Delta,7668,m,honda,2000,accord,used,221.45539109351694
27,St. Albert,19403,f,bmw,2014,x5,used,347.4677267583104
45,Halifax,13828,f,tesla,2005,s,used,88.40017666343549
72,Burlington,17888,m,toyota,2007,camry,used,221.45539109351694
49,Vancouver,18066,m,ford,1998,f150,used,252.18471056499916
41,Richmond Hill,21923,m,mercedes,2003,c,used,262.6026794404692
58,Surrey,7601,m,toyota,2010,camry,used,252.18471056499916
66,Halifax,11482,m,bmw,1998,x5,used,231.87335996898696
67,Peterborough,7462,m,mercedes,2002,s,used,262.6026794404692
38,Mirabel,13424,f,chevy,2010,equinox,used,114.8553758162863
33,Halton Hills,13458,f,toyota,2011,corrola,used,84.12605634480404
20,Saint-Jerome,15089,f,nissan,2015,mirano,used,337.04975788284037
18,Regina,7332,f,bmw,2014,x5,used,347.4677267583104
60,Maple Ridge,17795,m,bmw,2016,x5,used,262.6026794404692
66,Nanaimo,3640,m,nissan,2001,micro,used,252.18471056499916
78,Winnipeg,18510,f,ford,1998,explorer,used,114.8553758162863
23,Maple Ridge,15814,f,audi,2008,r8,used,347.4677267583104
83,Saint-Jerome,6183,f,audi,2013,e-tron,used,125.27334469175632
81,Montreal,5644,f,acura,1998,rsx,used,119.12949613491774
74,Cambridge,11278,m,gmc,2002,yukon,used,221.45539109351694
23,Saint-Hyacinthe,14432,m,tesla,2006,s,used,478.65321295018475
45,Delta,9231,f,audi,2002,r8,used,94.54402522027407
37,Trois-Rivieres,9016,f,mercedes,2003,g,used,125.27334469175632
57,Pickering,16074,f,bmw,2010,m3,used,125.27334469175632
83,Repentigny,8185,m,nissan,2016,micro,used,252.18471056499916
58,Edmonton,19846,f,audi,2002,r8,used,94.54402522027407
25,Richmond Hill,6855,f,bmw,2012,m3,used,347.4677267583104
57,Quebec City,24623,m,audi,2003,r8,used,262.6026794404692
80,Edmonton,9199,m,toyota,2008,corrola,used,221.45539109351694
18,Calgary,3915,f,mercedes,2016,g,used,316.73840728682814
28,Guelph,13008,f,ford,2008,f150,used,306.3204384113581
24,Regina,21077,f,tesla,2003,x,used,341.32387820147187
25,Saanich,10944,f,acura,2005,mdx,used,341.32387820147187
32,Vancouver,13365,f,nissan,2005,micro,used,114.8553758162863
40,Whitby,10612,m,mercedes,2014,c,used,262.6026794404692
84,North Bay,10540,f,bmw,2008,i8,used,125.27334469175632
24,Maple Ridge,9999,f,nissan,2009,micro,used,337.04975788284037
63,Oakville,13598,m,audi,2005,r8,used,262.6026794404692
24,Longueuil,12347,f,acura,2008,rsx,used,341.32387820147187
24,Airdrie,19612,f,toyota,2006,corrola,used,306.3204384113581
76,Victoria,13757,f,mercedes,2006,s,used,125.27334469175632
29,St. Albert,7260,f,nissan,2011,mirano,used,337.04975788284037
38,Thunder Bay,24555,f,honda,2007,accord,used,114.8553758162863
71,Chilliwack,21429,m,honda,2001,accord,used,221.45539109351694
55,Saint John,23223,f,toyota,2014,corrola,used,114.8553758162863
75,Hamilton,8201,f,audi,2015,r8,used,94.54402522027407
56,Calgary,1604,f,ford,2007,f150,used,81.68665633736678
50,Kingston,23511,f,chevy,2008,malibu,used,114.8553758162863
29,Kingston,5479,f,nissan,2015,micro,used,337.04975788284037
74,Sault Ste. Marie,4635,f,audi,2010,r8,used,125.27334469175632
22,Welland,24189,f,ford,2016,explorer,used,337.04975788284037
29,Saint-Hyacinthe,4511,m,gmc,2008,terrain,used,474.37909263155325
33,Surrey,21994,f,toyota,2018,camry,used,114.8553758162863
31,Chilliwack,12711,m,nissan,2000,micro,used,221.45539109351694
47,Abbotsford,13930,m,gmc,2006,terrain,used,221.45539109351694
68,Aurora,7328,f,nissan,2017,micro,used,84.12605634480404
65,Moncton,2151,m,nissan,2019,mirano,new,249.74531055756196
22,Fredericton,9285,m,honda,2014,civic,used,443.649773160071
74,Cambridge,21438,m,gmc,1999,yukon,used,221.45539109351694
72,Burlington,7593,m,gmc,2000,yukon,used,221.45539109351694
20,Laval,19903,f,tesla,2010,x,used,341.32387820147187
54,Oshawa,3018,m,acura,2012,mdx,used,256.45883088363064
75,Montreal,7954,f,honda,2001,civic,used,114.8553758162863
18,Sherbrooke,22827,m,audi,2019,r8,new,484.79706150702333
30,Gatineau,3541,m,gmc,2006,terrain,used,221.45539109351694
81,Edmonton,15219,f,ford,2007,focus,used,84.12605634480404
48,Trois-Rivieres,6652,f,toyota,2010,camry,used,114.8553758162863
37,Sault Ste. Marie,10945,m,gmc,2009,terrain,used,252.18471056499916
55,Burnaby,11446,f,acura,1999,mdx,used,88.40017666343549
23,Richmond Hill,9046,m,toyota,2002,camry,used,474.37909263155325
48,Burnaby,7478,f,toyota,2007,corrola,used,84.12605634480404
48,Winnipeg,10823,m,ford,2014,explorer,used,252.18471056499916
19,Niagara Falls,13159,m,honda,2000,civic,used,474.37909263155325
79,Prince George,23521,f,chevy,2002,malibu,used,114.8553758162863
74,Coquitlam,3466,m,honda,2001,accord,used,221.45539109351694
48,North Vancouver,20257,f,acura,2010,rsx,used,119.12949613491774
35,Pickering,14106,m,honda,2005,accord,used,252.18471056499916
62,Edmonton,20353,f,acura,2003,mdx,used,88.40017666343549
75,Kelowna,23999,m,chevy,2006,equinox,used,252.18471056499916
22,Saint Albert,14460,f,audi,2017,e-tron,used,347.4677267583104
74,Saanich,20299,m,mercedes,2001,g,used,262.6026794404692
82,Thunder Bay,18970,f,nissan,2013,mirano,used,114.8553758162863
84,Whitby,22458,m,tesla,2000,x,used,256.45883088363064
62,Saint-Jerome,14641,f,nissan,1999,micro,used,114.8553758162863
59,Kingston,21609,f,tesla,2005,s,used,119.12949613491774
35,Newmarket,13581,m,honda,1998,civic,used,252.18471056499916
52,Ottawa,9974,m,tesla,1999,s,used,256.45883088363064
81,Calgary,23551,f,toyota,2018,camry,used,84.12605634480404
69,Markham,14468,f,nissan,2019,mirano,new,114.8553758162863
25,Trois-Rivieres,18338,m,audi,2002,e-tron,used,484.79706150702333
35,Clarington,17646,m,chevy,2011,malibu,used,221.45539109351694
40,Brantford,23854,f,nissan,2009,micro,used,84.12605634480404
29,Kingston,7697,m,chevy,1999,equinox,used,474.37909263155325
52,Cambridge,4892,f,tesla,2019,3,new,88.40017666343549
61,Trois-Rivieres,23833,m,bmw,2011,x5,used,262.6026794404692
62,Victoria,22820,m,toyota,2000,camry,used,252.18471056499916
77,Richmond,7830,m,toyota,2011,corrola,used,252.18471056499916
21,Clarington,4626,f,audi,2010,r8,used,316.73840728682814
44,Coquitlam,19651,f,mercedes,2005,g,used,94.54402522027407
30,Saskatoon,1702,f,acura,2007,mdx,used,116.6900961274805
53,Markham,19659,f,audi,2008,e-tron,used,125.27334469175632
74,Richmond Hill,8973,f,audi,2008,e-tron,used,125.27334469175632
62,London,21567,f,gmc,2009,sierra,used,114.8553758162863
77,Mirabel,9147,f,chevy,2004,malibu,used,114.8553758162863
38,Granby,8491,f,chevy,2003,equinox,used,84.12605634480404
19,Laval,3584,m,honda,2009,civic,used,474.37909263155325
55,Coquitlam,22420,m,tesla,2014,x,used,225.7295114121484
33,Grande Prairie,17134,f,acura,2017,rsx,used,88.40017666343549
70,Aurora,24957,f,toyota,2014,camry,used,84.12605634480404
29,Trois-Rivieres,23137,m,tesla,2015,x,used,478.65321295018475
52,Mirabel,5314,f,chevy,2016,malibu,used,114.8553758162863
24,Prince George,3247,f,honda,2008,civic,used,337.04975788284037
47,Cambridge,13759,m,bmw,2015,x5,used,231.87335996898696
31,North Bay,21441,f,tesla,2010,x,used,119.12949613491774
73,Edmonton,8687,f,toyota,2012,corrola,used,84.12605634480404
30,Milton,9678,f,nissan,2000,mirano,used,114.8553758162863
39,North Vancouver,16925,m,mercedes,2011,s,used,262.6026794404692
25,Whitby,4425,m,tesla,1998,3,used,478.65321295018475
28,Repentigny,10498,f,bmw,2016,i8,used,347.4677267583104
30,Windsor,4740,m,nissan,2007,micro,used,252.18471056499916
71,Coquitlam,9359,m,tesla,2008,x,used,225.7295114121484
44,Winnipeg,19261,m,tesla,2016,3,used,256.45883088363064
73,Port Coquitlam,2800,f,gmc,2010,sierra,used,112.41597580884904
46,Hamilton,1501,f,honda,2009,civic,used,81.68665633736678
55,Oshawa,15099,f,tesla,2012,s,used,119.12949613491774
81,Langley,4640,m,mercedes,2007,c,used,262.6026794404692
18,Oakville,16658,f,chevy,2014,equinox,used,337.04975788284037
32,Saint Catharines,10065,f,bmw,2004,i8,used,125.27334469175632
49,St. Catharines,13369,m,chevy,2003,equinox,used,252.18471056499916
42,Brampton,16812,m,acura,2005,mdx,used,225.7295114121484
76,Granby,22994,m,gmc,2016,sierra,used,221.45539109351694
44,Halton Hills,3918,f,ford,2013,focus,used,84.12605634480404
78,Burnaby,8324,m,mercedes,2011,s,used,231.87335996898696
78,Edmonton,2041,m,audi,2000,e-tron,used,229.4339599615497
33,Hamilton,7769,f,audi,1998,r8,used,94.54402522027407
24,Saanich,19477,f,bmw,2016,x5,used,347.4677267583104
29,Repentigny,4975,f,audi,1999,r8,used,347.4677267583104
47,Lethbridge,6748,m,gmc,2015,terrain,used,252.18471056499916
82,Langley,15602,f,chevy,2003,equinox,used,114.8553758162863
80,Laval,9181,m,gmc,2007,yukon,used,252.18471056499916
76,Hamilton,5081,f,mercedes,2001,s,used,94.54402522027407
62,Chatham-Kent,24714,m,tesla,2016,3,used,225.7295114121484
48,Cape Breton,24932,f,tesla,2005,x,used,88.40017666343549
61,Ajax,21344,f,tesla,2005,3,used,88.40017666343549
19,Saguenay,3969,m,mercedes,2011,s,used,484.79706150702333
20,Whitby,1307,f,gmc,2006,yukon,used,334.61035787540317
35,Langley,4635,f,honda,1998,accord,used,114.8553758162863
26,Kingston,17182,m,toyota,2004,camry,used,474.37909263155325
23,Richmond,8552,m,ford,2012,focus,used,474.37909263155325
81,Medicine Hat,3474,m,acura,2003,mdx,used,256.45883088363064
45,Medicine Hat,19389,f,mercedes,2009,s,used,125.27334469175632
62,Moncton,12650,f,bmw,2014,m3,used,125.27334469175632
83,Halifax,14286,m,audi,2003,r8,used,231.87335996898696
74,Toronto,8260,m,ford,2000,focus,used,252.18471056499916
31,Prince George,12962,f,gmc,2019,terrain,new,114.8553758162863
35,Saint-Hyacinthe,14416,m,ford,2007,f150,used,252.18471056499916
47,Oakville,13772,f,nissan,2000,mirano,used,114.8553758162863
57,Toronto,7304,m,nissan,2009,mirano,used,252.18471056499916
69,St. Albert,13902,m,acura,2011,rsx,used,256.45883088363064
39,Oshawa,24774,m,ford,2016,explorer,used,252.18471056499916
82,Drummondville,10167,f,acura,2010,rsx,used,88.40017666343549
58,Vancouver,3606,f,toyota,2005,camry,used,114.8553758162863
49,Saint Catharines,21104,m,nissan,2007,mirano,used,252.18471056499916
37,Surrey,24121,f,chevy,2012,equinox,used,114.8553758162863
51,Saanich,10324,f,audi,2019,r8,new,125.27334469175632
83,St. Albert,10373,m,tesla,2005,3,used,256.45883088363064
43,Longueuil,2905,m,toyota,2016,camry,used,249.74531055756196
28,Winnipeg,7995,f,acura,1999,mdx,used,341.32387820147187
41,Aurora,14999,m,nissan,2002,mirano,used,221.45539109351694
76,Trois-Rivieres,20396,m,gmc,2011,terrain,used,252.18471056499916
28,Kawartha Lakes,11875,m,honda,2017,accord,used,474.37909263155325
77,Victoria,3879,m,tesla,1999,s,used,256.45883088363064
67,Hamilton,24774,f,toyota,2009,corrola,used,84.12605634480404
59,Niagara Falls,23559,m,audi,1998,e-tron,used,262.6026794404692
42,Port Coquitlam,3107,m,honda,2015,civic,used,252.18471056499916
70,Guelph,24449,m,toyota,2003,corrola,used,221.45539109351694
70,Saint-Jean-sur-Richelieu,20627,f,audi,1999,e-tron,used,125.27334469175632
84,Edmonton,6929,m,nissan,1998,micro,used,221.45539109351694
36,Longueuil,22758,f,tesla,2014,3,used,119.12949613491774
67,Pickering,18273,f,toyota,2017,camry,used,114.8553758162863
61,Kitchener,19694,f,chevy,2009,equinox,used,114.8553758162863
37,Richmond Hill,3999,m,bmw,2007,x5,used,262.6026794404692
67,Clarington,16463,f,ford,2002,f150,used,84.12605634480404
79,Saint-Jean-sur-Richelieu,2204,f,acura,2000,mdx,used,116.6900961274805
